BOOK_TITLE | Soccer Star
SOCCER_STAR_PAGE_102 | The next thing you are aware of are large hands lifting you off the rock ledge. A team of men clad in orange storm suits and black hip boots has come to rescue you. They lower you by rope into a bright-yellow inflatable raft. You're too cold and battered to talk to them, but you do notice that the sun is shining and the river has fallen a little. Groggily you realize that your nightmare is over. Then you pass out again. <br>You wake up in the hospital, sick and aching,but mainly wondering what happened to your teammates. You ask a nurse passing by and learn that they were all rescued shortly after dawn. She also tells you that you are going to be okay. News like that is the best medicine you could have.<br>The next day Coach Drake visits you. "I was so relieved when I heard you'd been rescued," he says. "We were all worried about you."<br>You smile when you hear that. "I was afraid everyone might think of me as someone who jumped off the sinking ship."<br>"Don't worry about it," he says. "You couldn't help the others by staying on the bus. You made a decision, and I respect that. You risked your life to try to get help. If you'd made it to the restaurant, they probably could have gotten rescuers to us several hours earlier. That might have made all the difference. You know what that proves to me?"

SOCCER_STAR_PAGE_103 | "I'm sorry, Coach," you say.<br>The coach examines your leg, then Sean's.<br>"You're lucky neither of you got seriously hurt," he says. "I'm suspending both of you from the team, but don't leave the field. I want you to sit on the bench and hold some ice to those legs."<br>He turns to talk to the other players. You and Sean limp off the field.<br>Sitting on the bench a little later, Sean says, "Do you think the coach will let us back on the team?"<br>"That's what I was wondering," you say. "I wouldn't blame him if he didn't."<br>After a while Sean says, "That was pretty dumb of me to kick you."<br>"It was pretty dumb of me to kick you back," you say.<br>After practice the coach walks by. Barely turning to look at you, he says, "You're both suspended until the doctor says it's okay for you to play again." He stalks on without waiting to hear what you might say.<br>Sean lets out a deep breath. "Looks like we have another chance," he says.<br>You're thinking the same thing, and another thing as well - you're going to beat Sean out for the starting position if you have to practice every day of the week and twice on Sundays.<br><br><align="center"><b>The End</align></b>

SOCCER_STAR_PAGE_104 | It's too dangerous outside, you decide. You'd never get more than a few feet away from the bus in the roaring current.<br>As you start back to your seat, one step at a time, the bus slips again. You are pitched into an empty seat nearby. The bus keeps sliding, headed for the river.<br>The next sound you hear is a horrific crunching as the bus violently stops short, tilted at a sixty-degree angle. Some of your teammates are pinned in their seats, yelling.<br>The front headlights beam up toward the sky, illuminating the driving rain. There's still a dim light on inside the bus. You peer over your shoulder. One kid has started climbing over the seat ahead of him.<br>"Stop!" It's Coach Drake, shouting. "Everyone stay absolutely still!" The bus quiets down instantly. In a milder voice the coach continues. "I think we were held from sliding into the river by a big rock, but we're in a very precarious spot. Just moving around could be enough to jolt us 1oose. "<br>A lot of kids start whispering nervously.<br>"It's all right to talk, but keep your voices down," the coach says. "The rains have almost stopped, and I think the worst is over. But I repeat - don't move. We'll be rescued in a few hours if we just keep our heads."

SOCCER_STAR_PAGE_105 | There is nothing to do but sit and wait and hope. An hour goes by, then another, and then another. The rain stops but the sheer strength of the flooded river keeps the water climbing. Waves slap against the back of the bus. This is the most frightening thing that has ever happened to you, and your terror is heightened by the fact that you can't do anything about it.

SOCCER_STAR_PAGE_106 | You get off some great kicks and headers, and your dribbling is spectacular, even against the Bears' strong, fast players. But the defenses hold tight. The first half ends with the score tied, one all.<br>Back in the locker room, Zeke huddles the team together. "Coach Williams must be thinking that he matched these teams perfectly," he says. "It's up to us to prove he's wrong. We've got to show that we never ease off, that we keep up the pressure and play hard straight through to the end of the game. We're going to score, score, score. And we're never going to let them through."<br>You and your teammates let out a cheer, then head back to the field. 

SOCCER_STAR_PAGE_108 | Your eyes zero in on the upper corner of the net. You kick the ball, lifting it a little, aiming just over the goalie's head. It flies straight and true. Lindholm makes a terrific leap for it but falls to the ground as the ball zips by. Time seems to stop as you watch it roll down the inside of the net.<br>A cheer erupts from your teammates. Your goal puts Hillsdale ahead, 2-1-with less than three minutes to play. But Weston is about to kick off, and you know they' re determined to score.<br>Running down the field, you remember things Coach Drake has told you: Don't let down after making a goal. Hustle all the time. Contain your opponents. Never let up the pressure. Don't overcommit.<br>All the months of practice seem worth it now. You're playing on instinct, running, marking free players, trapping the ball and moving it down- field. There's no way you or the other Hillsdale players are going to give that goal back.<br>You don't. When the final whistle blows, it's Hillsdale 2, Weston 1. Your team is state champ!<br>After the game, Coach Drake gathers the sweaty but joyous team around. "Great game, gang!" he shouts. "But this is just the beginning. "<br>You know exactly what he means. Two weeks from now you'11be headed for the biggest game of your life and a shot at the national championship.

SOCCER_STAR_PAGE_109 | You raise your arms to fend off Sean's blow, bracing yourself for a fight. Sean lets loose a karate kick. Again you step aside, but this time your foot lands on some wet leaves. You lose your balance and fall down hard on the concrete. A sharp pain stabs through your back. You can hardly move. Sean stands over you, jeering.<br>"What a pushover. Didn't even have to touch you." Then he steps back and sees you're really hurting.<br>A car screeches to a stop alongside you. At the wheel is Ms. Manley, one of your teachers at school. She rolls down the window. "What happened here?" she asks.<br>"My friend slipped," Sean says.<br>"Slipped! You liar!" Your outburst causes you to wince with pain before you can explain further.<br>"It was an accident," Sean says.<br>Ms. Manley hops out of her car. "Quiet down, both of you," she says. "The most important thing is to make sure you' re all right."

SOCCER_STAR_PAGE_110 | You could take a chance on becoming a big soccer star, but the odds are against it. There's just too much competition out there. You like Ms. Finley's idea of exploring different areas to find something that really interests you.<br>The week after school lets out you board a bus for the Summer Discovery Center, the school Ms. Finley recommended. You'll be attending the orientation session, at which you'll get details about the class and have the chance to enroll if it intrigues you.<br>The Summer Discovery Center is actually at a day school called Oakwood. Oakwood is only twenty miles from Hillsdale, but they never play soccer against you-they' re just not good enough. They are pretty good at other things, however. Your parents have checked into Dr. Edelman, the director. By all reports he is a smart and energetic man. The course is also highly rated. It's about history, movies, and books and how they relate to you. But instead of just teaching a lot of facts, the course is supposed to really involve students in what's going on in the world.<br>Soon after you arrive, you and the other fifty-eight summer students are called into the assembly room. Dr. Edelman, looking younger than you had expected, is already onstage. You wonder if he would rather be in soccer camp by the way he keeps pacing back and forth on the stage. The room is hot and stuffy, and you're beginning to wish you hadn't come.

SOCCER_STAR_PAGE_111 | Then, just up ahead, you see the flashing red lights of the police barricade in front of the bridge. You remember that only a mile farther on there should be a restaurant where you 1nay be able to find help. The bridge is closed - and almost completely submerged-but somehow you might be able to get across it.<br>Your alternative is to run back down the road the way you came and try to flag down a passing motorist. In this weather it's unlikely many people are out driving, but it could be worth a shot. If you're going to save your friends, you'll have to try something.

SOCCER_STAR_TRANSITION_PAGE_84 | You attempt to cross the bridge
SOCCER_STAR_TRANSITION_PAGE_93 | You decide to run back down the road

SOCCER_STAR_PAGE_112 | You've been waiting for this moment. It's time to show your stuff. It's time for the rainbow!<br>As the Bears close in on you, you work the ball from the toe of your back foot onto the heel of your front foot, then lean forward and flip it deftly over the defenders' heads. You race between them before they can reverse direction. One of them has a startled expression on his face as you go by. He can't believe what's happened!<br>Now the ball is loose. Your kick sliced more toward the sideline than you intended. A Bear halfback - the fastest man on their team - beats you to the ball and begins racing downfield toward your goal.<br>Everyone is in motion again, trying to regroup. You glance at the clock: only twenty-two seconds left. It's all over, you think.<br>But the Bears have not given up. A halfback sends a beautiful pass into the Buff corner, where a forward picks it up. He dribbles it in front of the goalie, then sends a no-look pass. to a teammate who boots it in: 3-2 Bears with five seconds to go. It is all over now. The Bears have won.<br>You walk off the field feeling you played a pretty good game. But you notice there aren't any scouts coming over to talk to you.<br>"Just the same, I'm going to be a soccer star," you tell yourself. Maybe you won't. Maybe you will.<br><br><align="center"><b>The End</align></b>

SOCCER_STAR_PAGE_114 | You're not going to ignore what happened! Your leg hurts, but you decide to stay in the game and do the best you can. As soon as the ball is downfield, you work your way over to Sean. His eyes are on the ball, and he doesn't see you coming. You give him a swift kick in the same place he got you. He yells and wheels around in pain. The whistle blows. Coach Drake races angrily toward you.<br>"I saw that!" he yells. "There's not going to be any of that on my team!"<br>"He started it!" you call to the coach. "He deliberately kicked me first." But the look in Coach Drake's eyes tells you he doesn't care. You have a feeling your Hillsdale soccer career is over.<br>"Did you start it?" the coach asks Sean. "Not really," Sean replies.<br>"Not really? Was it an accident?" the coach asks.<br>"No way," you say before Sean can respond. "You kicked me after the wings collided and the whistle had blown."<br>The coach looks hard at Sean. "Is that right?"<br>Sean mumbles something, refusing to look the coach in the eye.<br>"I'll take that to mean you did it, Sean, " Coach Drake says. Then he turns to you. "But just because he started it doesn't give you the right to kick him back. If I let that go on we'd have a lot of fights instead of soccer games on this field."

SOCCER_STAR_PAGE_115 | "This is no trick," Mike screams, grabbing your arm. "We could drown here. We've got to escape before it's too late!" He .leaps up and tries to turn the wheel on the hatch to the conning tower.<br>You run up to help him.<br>"Don't!" Captain Nemo bellows. "I've almost got the emergency system working."<br>"We'll be swimming by then!" someone shouts back.<br>Mike is having trouble getting the wheel to turn. "Help me!" he yells at you.<br>With both of you twisting the wheel mightily, the hatch finally swings open. Water gushes in. You struggle to climb through, but a torrent of waves hurls you back.<br>People behind you are thrashing about in the water. The sub is filling up. There's no other exit. It seems unbelievable that this is happening, but you have a strong feeling that you're about to drown!

SOCCER_STAR_PAGE_116 | The championship game is as tough as you expected. You are using the same plays that have worked all season, but you and your teammates can't seem to score. You get the ball to your forwards a good deal, but they can't get past Weston's fullbacks. The few times they get to shoot, they either miss or the goalie makes a remarkable save. Fortunately you are playing great defense too. As the first half comes to a dramatic close, there's no score.<br>In the second half your team hustles more than ever, holding Weston at bay. Midway through the half one of your forwards gets in great scoring position only to have Lindholm snare the ball with a sensational dive. He immediately punts the ball a fantastic distance, sending it looping all the way downfield. Suddenly all the rest of the Weston team seems to be downfield too, driving through the Hillsdale defense. They overpower your fullback and rocket a shot into the net for a score.<br>You glance at the clock. Only ten minutes left. Your team has to score, but the Weston players are determined to keep you away from their goal.You keep hustling and finally get a chance. After making a steal at midfield, you dribble around a Weston halfback and move the ball al- most to within shooting distance of the goal.<br>Players from both sides bunch ahead of you.

SOCCER_STAR_PAGE_118 |  Coach Drake listens, shaking his head. "That Sean Raynor could be a good kid, but he has a tremendous chip on his shoulder. I'm going to try to arrange for him to get counseling. I think it would do him a lot of good."<br>"And me too, " you say.<br>"I don't think he'll bother you anymore," the coach says. "Once you're mended you've got a clear field ahead. It may take you a year longer to become a soccer star, but I'm convinced it's going to happen. "<br><br><align="center"><b>The End</align></b>
